application,review,rating,clean_review,sentiment
Alodokter,Sanagt bagus tapi kurng alamt kiriman nya,4,sanagt bagus kurng alamt kiriman nya,positive
Halodoc,"Untuk melakukan pembayaran menggunakan gopay di aplikasi ini, yang saya alami agak sulit, harus beberapa kali baru berhasil Untuk respon dokter cukup memuaskan, semoga kedepannya bisa lebih baik lagi, dari pilihan metode pembayaran",4,pembayaran gopay aplikasi alami sulit kali berhasil respon dokter memuaskan semoga kedepannya pilihan metode pembayaran,positive
Alodokter,"Bkn alo dok ini alo komputer,karena kerja dengan sistem komputer",1,bkn alo dok alo komputerkarena kerja sistem komputer,negative
Halodoc,saya tidak bisa daftar kenapa ya,1,daftar ya,negative
Halodoc,"Sistem untuk komunikasi dengan driver tidak bisa, driver juga tidak bisa telfon ke customer, lacak posisi driver juga tidak ada,, jadi kasihan dengan driver apabila harus mencari rumah atau menunggu customer,,, 3 kali pesan driver dan saya tidak bisa komunikasi",3,sistem komunikasi driver driver telfon customer lacak posisi driver kasihan driver mencari rumah menunggu customer 3 kali pesan driver komunikasi,negative
Alodokter,"respon cepat & ramah, smoga resep obat yg d berikan cocok",5,respon cepat ramah smoga resep obat yg d cocok,positive
Halodoc,Baru nyoba,2,nyoba,negative
Halodoc,Aplikasi error terus jd gak maksimal konsultasinya,2,aplikasi error jd gak maksimal konsultasinya,negative
Halodoc,Selalu memberikan pelayanan yg baik,5,pelayanan yg,positive
Alodokter,Luar biasa,4,,positive
Halodoc,"respon dokter baik,chat juga berjalan lancar,pilihan dokternya jg bnyak",4,respon dokter baikchat berjalan lancarpilihan dokternya jg bnyak,positive
Alodokter,"Ini ada sales, saya minta data saya di cancel pihak alodokter, minta tolong dibantu ya.",3,sales data cancel alodokter tolong dibantu ya,negative
Halodoc,Alhamdulilah membatu sekali...,4,alhamdulilah membatu,positive
Alodokter,"Semenjak menginstal aplikasi ini,saya jadi sering ditelepon nomor gak jelas.",2,semenjak menginstal aplikasi inisaya ditelepon nomor gak,negative
Alodokter,Tolong kenapa sekarang mau chat aja bayar,2,tolong chat aja bayar,negative
Halodoc,Gimana ini pesan obatnya susah terus .. sedang mencari driver terus .. kalo pesan offline bisa gak sih? Langsung k apotik trus kasih liat resepnya?,3,gimana pesan obatnya susah mencari driver kalo pesan offline gak sih langsung k apotik trus kasih liat resepnya,negative
Halodoc,mantap,5,mantap,positive
Alodokter,Membantu,3,membantu,negative
Alodokter,Terimakasih alo dokter,4,terimakasih alo dokter,positive
Alodokter,semoga bisa membantu semua. saat darurat bisa langsung hubungi dokternya.,5,semoga membantu darurat langsung hubungi dokternya,positive
Halodoc,Sy beli obat. Sudah bayar. Tidak ada informasi order di app. CS bilang harus update app. Tidak jelas lewat mana harus update. Ini app bukan scam kan?,2,sy beli obat bayar informasi order app cs bilang update app update app scam,negative
Halodoc,"Aduhh gg yak ni halodoc cacat, saya mau konsultasi malah rugi saldo dana kepotong tapi ga bisa konsultasi, mana ga dikembaliin lagi hehe. Padahal salah dokternya yak kalo sibuk mah semua juga sibuk, keterangan nya disitu dokter sibuk silahkan chat dokter lain, gimana mau chat dokter lain dah kalo bayar lagi, rugi saya, mamam tu bintang satu.",1,aduhh gg yak ni halodoc cacat konsultasi rugi saldo dana kepotong ga konsultasi ga dikembaliin hehe salah dokternya yak kalo sibuk mah sibuk keterangan nya disitu dokter sibuk silahkan chat dokter gimana chat dokter dah kalo bayar rugi mamam tu bintang,negative
Halodoc,"Kalau buat apk yg jujur dong, di iklannya murah banget cat dokternya, saya tertarik karena saya lihat murah la di kantong pelajar, saya mau konsultasi tentang kesehatan mental saya, eh gak jadi mahal banget saya gak mampu apalagi saya yang masih minta uang ke ortu, sebenarnya biasa aja sih mintanya cuma saya ragu kalau bicara ke ortu, intinya ini apk beda sama iklannya di iklan murah banget tapi di apk 😔🙏🏻🙂",1,apk yg jujur iklannya murah banget cat dokternya tertarik lihat murah la kantong pelajar konsultasi kesehatan mental eh gak mahal banget gak uang ortu aja sih mintanya ragu bicara ortu intinya apk beda iklannya iklan murah banget apk,negative
Alodokter,Dokternya banyak fresh graduate. Semoga punya wawasan luas dari dokter Junior.,4,dokternya fresh graduate semoga wawasan luas dokter junior,positive
Halodoc,Sangat membantu 👍,3,membantu,negative
Alodokter,Apk yg bagus mempermudah mengetahui gejala awal dari penyakit,4,apk yg bagus mempermudah gejala penyakit,positive
Halodoc,Lama prosesnya,1,prosesnya,negative
Halodoc,Jika obat yang harus dengan resep dokter gak bisa di ulangin lagi harus periksa lagi tapi membantu . Sangat membantu,4,obat resep dokter gak ulangin periksa membantu membantu,positive
Halodoc,"kalkulator BMI dengan keterangannya beda, 175 cm 56 kg menurut kalkulator ideal, tpi menurut deskripsi 175cm miniml berat bdan 65-79 kg",2,kalkulator bmi keterangannya beda 175 cm 56 kg kalkulator ideal tpi deskripsi 175cm miniml berat bdan 6579 kg,negative
Halodoc,"Makin lama pembelian obat di aplikasi ini makin sulit kurang membantu, apotek rekanan minim sehingga kirim obat harus jauh2 dan lama, pilihan jenis obat juga makin sedikit pilihannya tidak seperti dulu, akhir2 pesan obat di cancel mulu. Ngga terlalu rekomen sih, saya uninstall aja. Bintang 3 untuk respon Bantuan yang responsif dan pengembalian dana yang cepat, but again not helpfull at all, karena akhirnya ngga dapat apa2 juga udah nunggu lama 😅",3,pembelian obat aplikasi sulit membantu apotek rekanan minim kirim obat jauh2 pilihan jenis obat pilihannya akhir2 pesan obat cancel mulu ngga rekomen sih uninstall aja bintang 3 respon bantuan responsif pengembalian dana cepat but again not helpfull at all ngga apa2 udah nunggu,negative
Alodokter,RESPON LAMA SEKALI SAMPE 1 JAM GAADA RESPONN!!!!,1,respon sampe 1 jam gaada responn,negative
Alodokter,Pelayannya sgt memuaskn,4,pelayannya sgt memuaskn,positive
Alodokter,Ok,4,ok,positive
Halodoc,konsultasi dokter sangat cepat,5,konsultasi dokter cepat,positive
Halodoc,"nyesel bgt konsultasi ke haloskin. dr nya ga ramah, ga nanya detail tentang keluhannya apa langsung diresepin cream. dan creamnya semua bahan aktif yg ga bisa dipake buat kulit sensitif dan sedang meradang. judes bgt pula, ditanya apa jawab nya apa. ga nyambung bgt. buat dr. oshin, mmrs. makasih resepnya ga membantu👎",1,nyesel bgt konsultasi haloskin dr nya ga ramah ga nanya detail keluhannya langsung diresepin cream creamnya bahan aktif yg ga dipake kulit sensitif meradang judes bgt nya ga nyambung bgt dr oshin mmrs makasih resepnya ga membantu,negative
Alodokter,Pengiriman lama tidak tepat waktu sudah lewat 1 minggu barang belum juga sampai bingung mau lapor kemana tidak untuk chat pelapor,1,pengiriman 1 minggu barang bingung lapor kemana chat pelapor,negative
Halodoc,Sangat membantu❤,5,membantu,positive
Alodokter,Kenapa selalu ada nomor tidak di kenal nelepon terus sangat menggangu banget tolong di perbaiki,2,nomor kenal nelepon menggangu banget tolong perbaiki,negative
Halodoc,"apotik udah tutup dikasih orderan, tim survei lapangan nya ga update. masa nunggu report dari pembeli",1,apotik udah tutup dikasih orderan tim survei lapangan nya ga update nunggu report pembeli,negative
Halodoc,"Sakit senin malem, tp obatnya perkiraan sabtu dtgnya, mau pilih yg instan hari yg sama engga bisa, disuruh besoknya juga ttp hari sabtu perkiraan sampe rumah engga ada menu instannya",2,sakit senin malem tp obatnya perkiraan sabtu dtgnya pilih yg instan yg engga disuruh besoknya ttp sabtu perkiraan sampe rumah engga menu instannya,negative
Alodokter,rasa tenang,5,tenang,positive
Alodokter,Luarbiasa,4,luarbiasa,positive
Alodokter,"Halo dok sy mau kunsultasi tentang bayi ku,bayi sy berumur 10 bln BB 3 kg setengah kaki nya blm bisa berdiri dan blm bisa duduk, apa yg harus sy lakukan dok. maaf ada LG keluhan nya bayi sering mengeluarkan air mata",4,halo dok sy kunsultasi bayi kubayi sy berumur 10 bln bb 3 kg kaki nya blm berdiri blm duduk yg sy lakukan dok maaf lg keluhan nya bayi mengeluarkan air mata,positive
Halodoc,"bagus, untuk meminimalisir waktu yang terbuang dan bisa dapat saran sebelum ke langkas berikutnya",5,bagus meminimalisir terbuang saran langkas,positive
Halodoc,Kemaren saya mau konsultasi udah bayar tpi gagal karena dokternya lg sibuk apakah emang uangnya gabisa balik lagi?,3,kemaren konsultasi udah bayar tpi gagal dokternya lg sibuk emang uangnya gabisa,negative
Halodoc,Keren sih . dokter detail dlm penjelasannya,5,keren sih dokter detail dlm penjelasannya,positive
Halodoc,Fitur layanan pencatatan menstruasi sebelah mana ya? Setelah di update banyak yg berbeda dan saya susah memahami letak fitur sebelumnya,4,fitur layanan pencatatan menstruasi sebelah ya update yg berbeda susah memahami letak fitur,positive
Alodokter,Baik,4,,positive
Halodoc,Halo doc Beberapa waktu lalu call center dari halo dokter menelepon saya dan menawarkan prodak unlimited perbulan 39.000 dengan sistem auto debit... fasilitas bebas chat kapan saja dengan semua dokter... Akan tetapi sampai sekarang fitur d aplikasi saya tidak berubah.. tetep ada tarif nya tidak free.. sedang kan saldo saya sudah berkurang .. Tolong di tindak lanjuti,2,halo doc call center halo dokter menelepon menawarkan prodak unlimited perbulan 39000 sistem auto debit fasilitas bebas chat dokter fitur d aplikasi berubah tetep tarif nya free saldo berkurang tolong tindak lanjuti,negative
Halodoc,"Tolong diperbaiki di tracking pengiriman obat, gmna bsa tracking klo resi masih di hidden gmna bsa tracking pesanannya cba!",3,tolong diperbaiki tracking pengiriman obat gmna bsa tracking klo resi hidden gmna bsa tracking pesanannya cba,negative
Halodoc,"Salah satu kelemahan halodoc adalah tidak bisa cek apotek saat mau nebus resep online. Apotek dipilih langsung oleh Halodoc tanpa ada konfirmasi, dan uniknya misal dpt 3 obat dari Dokter, itu belinya bisa dari apotek yg berbeda2, sehingga ongkir double2 (sungguh tidak efisien). Tolong lah diperbaiki",4,salah kelemahan halodoc cek apotek nebus resep online apotek dipilih langsung halodoc konfirmasi uniknya dpt 3 obat dokter belinya apotek yg berbeda2 ongkir double2 sungguh efisien tolong diperbaiki,positive
Alodokter,"Chat dokter nya lama, apa karena saya chat dokter umum ya?😏 Barusan dapat telfon katanya dari alodokter untung saya udah baca ulasan disini, jadi gk akan mengamini call center nya😆,, tahu banyak call center nyaa,dari alamat email, nama lengkap trus tanggal instal nya pun dia tahu. entah asli dari alodokter entah penipuan,, Kecewa sih kalo penipu, soal nya data diri kok bisa bocor ke yg lain 🤨",2,chat dokter nya chat dokter ya barusan telfon alodokter untung udah baca ulasan gk mengamini call center nya call center nyaadari alamat email nama lengkap trus tanggal instal nya asli alodokter penipuan kecewa sih kalo penipu nya data bocor yg,negative
Alodokter,"Sangat disayangkan, sistem Refund nya lama bangettt. Katanya cuman 3 hari kerja tapi ini sudah semingguan tidak dikembalikan dan disuruh menunggu terus. Aplikasi sebesar Alodok ini seharusnya punya sistem yang lebih baik. Mohon proses refundnya dipercepat dan perbaiki sistem kedepannya.",2,disayangkan sistem refund nya bangettt cuman 3 kerja semingguan dikembalikan disuruh menunggu aplikasi alodok sistem mohon proses refundnya dipercepat perbaiki sistem kedepannya,negative
Halodoc,penolong banget ini aplikasi,5,penolong banget aplikasi,positive
Alodokter,Masa mau konsul aja cuma tanya2. Harus bayar 45ribu melalui bank atw sopay mending priksa langsung ke bidan cuma bayar 80 sma obat. Aplikasi apa ini.,1,konsul aja tanya2 bayar 45ribu bank atw sopay mending priksa langsung bidan bayar 80 sma obat aplikasi,negative
Halodoc,"Kak. Coba dokternya bs terhubung ke apotek.. jd dokter gak pesen obat apa, di apoteknya ada obat apa.",3,kak coba dokternya bs terhubung apotek jd dokter gak pesen obat apoteknya obat,negative
Alodokter,Jangan sampai download,1,download,negative
Halodoc,"Butuh obat urgent, pilihan pengiriman 1 jam sampai, ketika dibayar malah datang besoknya, k24 masih lebih baik",1,butuh obat urgent pilihan pengiriman 1 jam dibayar besoknya k24,negative
Alodokter,Bagus sangat membantu,4,bagus membantu,positive
Alodokter,"Cepat respon tidak perlu menunggu lama, sangat membantu",2,cepat respon menunggu membantu,negative
Alodokter,Saya coba dulu kalu bagus dokter y kasih bintang 5,3,coba kalu bagus dokter y kasih bintang 5,negative
Alodokter,Mantap sangat membantu,2,mantap membantu,negative
Halodoc,Pengguna baru masa gabisa pke kupon gratis konsultasi 😭,2,pengguna gabisa pke kupon gratis konsultasi,negative
Halodoc,konsultasi dengan dokternya sangat ramah,5,konsultasi dokternya ramah,positive
Alodokter,Agak kecewa ketika buat janji ke dokter di RS trs biayanya beda 3xlipat lebih besar dari pada biaya tertera di app. Harusnya diinfokan diawal harga fixednya brp.,2,kecewa janji dokter rs trs biayanya beda 3xlipat biaya tertera app diinfokan diawal harga fixednya brp,negative
Halodoc,"saya gak tau apakah saya yang salah pilih dokter atau bagaimana tapi setiap konsultasi online kebetulan ketemu dokter yang menjawab ala kadarnya.. saya konsultasi karena saya butuh tapi dijawabnya sangat tidak memuaskan hanya sekedarnya tanpa penjabaran yang jelas, saya tidak tau itu yang menjawab memang dokternya atau adminnya halodoc. terimakasih",3,gak tau salah pilih dokter konsultasi online ketemu dokter ala kadarnya konsultasi butuh dijawabnya memuaskan sekedarnya penjabaran tau dokternya adminnya halodoc terimakasih,negative
Halodoc,gak perlu datang ke klinik . bisa konsultasi online dan di ksih resep .,5,gak klinik konsultasi online ksih resep,positive
Halodoc,Dok nya baikk bgtt,4,dok nya baikk bgtt,positive
Halodoc,Bagus,4,bagus,positive
Halodoc,mksh sangat membantu,5,mksh membantu,positive
Alodokter,yah sekarang gabisa gratis lagi kalo chat dokter umum :(,3,yah gabisa gratis kalo chat dokter,negative
Alodokter,"Selamat malam dok,saya mau tanya apa penyebab hidung terasa sesak pasca operasi hidung,dan ini bahaya apa tidak,bagaimana cara mengatasinya",4,selamat malam doksaya penyebab hidung sesak pasca operasi hidungdan bahaya tidakbagaimana mengatasinya,positive
Alodokter,Aplikasi aneh daftar otp gak di kirim² sekalinya di kirim gak memverivikasi,1,aplikasi aneh daftar otp gak kirim² sekalinya kirim gak memverivikasi,negative
Alodokter,Sangat membantu,4,membantu,positive
Halodoc,Lumayan membantu di saat genting dan urgent.. dan bisa dapt resep obat juga..,4,lumayan membantu genting urgent dapt resep obat,positive
Halodoc,sangat membantu,5,membantu,positive
Halodoc,Tolong untuk pengiriman instan jangan dibuat flat. Karna seringnya beli obat karna urgent. Kami ngga masalah kalo harus bayar sesuai dengan jarak.,4,tolong pengiriman instan flat karna beli obat karna urgent ngga kalo bayar sesuai jarak,positive
Halodoc,sangat membantu sekali,4,membantu,positive
Alodokter,"Aplikasi nggak guna udah bayar mlhan nggak ada balesan tiba"" Transaksi habis! Sangat"" Kecewa!!!",1,aplikasi nggak udah bayar mlhan nggak balesan transaksi habis kecewa,negative
Alodokter,Ini saya baru ditelepon sama AloDok katanya Akun Email saya berhak mendapatkan bantuan DBD dengan uang senilai dua juta selama setahun Sampai rekening kita diminta nya apakah ini benar apa tidak sedikit was was.. soalnya takut akun kita disalah gunakan 🙏,3,ditelepon alodok akun email berhak bantuan dbd uang senilai juta setahun rekening nya was was takut akun disalah,negative
Halodoc,Beli obat dari Blok A Kby Baru dapat nya apotik di Cengkareng. parah,3,beli obat blok a kby nya apotik cengkareng parah,negative
Halodoc,untuk daerah jabodetabek aplikasi sdah beroperasi dengan baik,5,daerah jabodetabek aplikasi sdah beroperasi,positive
Halodoc,"Saya kecewa sekali dengan apotek atau toko obat yg menjual obat yg ingin saya beli tapi tidak sesuai, gimana saya mau minum obat tapi tidak sesuai dgn gejala yg saya alami, tolong halodoc diupgrade lagi sistemnya, semisal obat yg di beli salah, bisa di hub pihak apoteknya atau toko obatnya, jadi tidak ada kerugian atau mungkin obat bisa dituker kembali sesuai dengan pesanan",2,kecewa apotek toko obat yg menjual obat yg beli sesuai gimana minum obat sesuai dgn gejala yg alami tolong halodoc diupgrade sistemnya obat yg beli salah hub apoteknya toko obatnya kerugian obat dituker sesuai pesanan,negative
Alodokter,"saya merasakan nyeri di kaki,apa Neo reumacil dapat myembuhkanya",1,merasakan nyeri kakiapa neo reumacil myembuhkanya,negative
Alodokter,"Chat dokter umum biayanya murah 8500 tapi tidak bisa kirim chat & foto. Hanya bisa klik jawaban. Disitu tidak ada pertanyaan tulisan dokter sedang mengetik sampai hampir 30menit tapi kemudian diputus dgn alasan tidak ada jawaban. Padahal ngetik aja ga bisa , dan tidak ada pertanyaan juga. Padahal sedang mendesak sekali,anak lagi gatal. Mengecewakan!!!",1,chat dokter biayanya murah 8500 kirim chat foto klik disitu tulisan dokter mengetik 30menit diputus dgn alasan ngetik aja ga mendesak sekalianak gatal mengecewakan,negative
Alodokter,biarkan bintang yang berbicara😍,5,biarkan bintang berbicara,positive
Alodokter,"Gak bisa di buka hbs di update pd hal penting musim hujan gini klu urgent,pd Hal sblmnya aman2 aja sblm di update",3,gak buka hbs update pd musim hujan gini klu urgentpd sblmnya aman2 aja sblm update,negative
Alodokter,sangat membantu dan dr nya ramah,5,membantu dr nya ramah,positive
Alodokter,Luar biasa,4,,positive
Alodokter,"sesuai,, cepat tanggap",5,sesuai cepat tanggap,positive
Alodokter,Saya pernah download aplikasi ini..saya pernah bertanya tentang suatu penyakit yg saat itu saya derita..sudah itu sya hapus lahi apl nya..tpi knpa skrg saya jdi sring byar ya..kliatan dri m banking saya ..bagaimana buat berhenti nya ya..mohon penjelasan nya..,4,download aplikasi inisaya penyakit yg deritasudah sya hapus lahi apl nyatpi knpa skrg jdi sring byar yakliatan dri m banking berhenti nya yamohon penjelasan nya,positive
Alodokter,pelayanannya cepat,5,pelayanannya cepat,positive
Halodoc,Nanya doang juga harus bayar🤦,2,nanya doang bayar,negative
Halodoc,"Saya sudah membayar dokter,tapi ketika saya keluar tiba"" tidak bisa masuk lagi ke aplikasi nya dan tidak bisa masuk lagi",1,membayar doktertapi masuk aplikasi nya masuk,negative
Alodokter,"Saya memili di sini karna,sy mrasa lebih ama bgi kluarga saya..",2,memili karnasy mrasa ama bgi kluarga,negative
Alodokter,dok mau nanya apa peyebab nyeri kencing sy puya riwayat gula,5,dok nanya peyebab nyeri kencing sy puya riwayat gula,positive
Alodokter,"Saya sudah dua kali ditelfon oleh pihak mengatas namakan aladokter, apa benar aladokter menelfon cuctomer dengan alasan meminta reting appnya. Tetapi dengan no telepon call center yang berbeda. Akhirnya saya keluar app aladokter dan uninstal. Karena saya baru nanya tentang kondisi mata yg iritasi karena dikucek itu melalu chat gratis dan tidak bayar. Saya juga tidak booked jadwal pemeriksaan. Tetapi saya dicall terus ini meresahkan bagi penggunanya. Apa benar itu aladokter?",2,kali ditelfon mengatas namakan aladokter aladokter menelfon cuctomer alasan reting appnya no telepon call center berbeda app aladokter uninstal nanya kondisi mata yg iritasi dikucek melalu chat gratis bayar booked jadwal pemeriksaan dicall meresahkan penggunanya aladokter,negative
Alodokter,beri bintang 3 dulu soal baru menggunakan aplikasi ini,3,bintang 3 aplikasi,negative
Halodoc,Di saat sperti ni halo dock memang bagus,3,sperti ni halo dock bagus,negative
Halodoc,Harus membantu datang kerumah sakit,4,membantu kerumah sakit,positive
Halodoc,"Aplikasi yg membahayakan, udah di tunggu 45 menit tiba² dicancel, dan gak ada pertanggungjawaban",1,aplikasi yg membahayakan udah tunggu 45 menit tiba² dicancel gak pertanggungjawaban,negative
Alodokter,alhamdulillah. sangat bermangfaat. saya jadi lebih tau tentang kesehatan,4,alhamdulillah bermangfaat tau kesehatan,positive
Alodokter,👍,4,,positive
Halodoc,ok,5,ok,positive
Halodoc,"Tolong tambahkan metode pembayaran lain, terima kasih",3,tolong tambahkan metode pembayaran terima kasih,negative
Alodokter,Kok bisa bisanya motong terus ? Ga ada fasilitas apapun kok motong,1,bisanya motong ga fasilitas apapun motong,negative
Halodoc,"Makasih halodoc tapi kok di app nya masih ada aja dokter yg songong, ngerespon g ramah.",3,makasih halodoc app nya aja dokter yg songong ngerespon g ramah,negative
Halodoc,kenapa gk bisa tanya gratis astagaaa 😭,3,gk gratis astagaaa,negative
Alodokter,Saya baru mencoba aplikasi ini,2,mencoba aplikasi,negative
Halodoc,"Ini udah bagus, tp sayang bgt pengambilan obat nya jauh dr tempat tinggal,.ga bisa buat dadakan. Trus kasian driver nya sih. Apotek K-24 pdhl ada yg dkt daerah sini, tp dpt nya jauh bgt hahahaha",3,udah bagus tp sayang bgt pengambilan obat nya dr tinggalga dadakan trus kasian driver nya sih apotek k24 pdhl yg dkt daerah tp dpt nya bgt hahahaha,negative
Alodokter,Masa ada pemberitahuan .rekening saya di potong 39.000 gih mana caranyaloh .tolong hapus semua .propil saya yg bernama monaedi,2,pemberitahuan rekening potong 39000 gih caranyaloh tolong hapus propil yg bernama monaedi,negative
Halodoc,pelayannya bgus dan cpt tnggap,5,pelayannya bgus cpt tnggap,positive
Halodoc,sangat bagus,5,bagus,positive
Halodoc,"Pilihan dokternya banyak, saya memilih salah satu dan mulai konsultasi. Tapi saya sedikit kecewa, dokter jawab seadanya dan cenderung terburu-buru. Saya baru ngajuin pertanyaan dua kali dan baru 5 menit udah tanya ""apakah masih ada yang tanyakan? Jika tidak mohon maaf sesi akan saya akhiri"". Karena sudah malas buat tanya, saya bilang saja tidak ada lagi. Padahal tertulis konsultasi untuk 30 menit. Sangat kecewa.",2,pilihan dokternya memilih salah konsultasi kecewa dokter seadanya cenderung terburuburu ngajuin kali 5 menit udah mohon maaf sesi malas bilang tertulis konsultasi 30 menit kecewa,negative
Alodokter,terimakasih alodokter,5,terimakasih alodokter,positive
Alodokter,terus bermkembang infotrmasi jenis penyakit dan jenis obat,4,bermkembang infotrmasi jenis penyakit jenis obat,positive
Halodoc,pesanan lama sampai,1,pesanan,negative
Alodokter,"tolong tambahin fitur kirim video dong, jadi kan nggk lengkap kalau cuma bisa ngirim foto doang.",2,tolong tambahin fitur kirim video nggk lengkap ngirim foto doang,negative
Alodokter,"Baru pakai, dan alhamdulillah bisa memberi jawaban..",4,pakai alhamdulillah,positive
Alodokter,"Biaya konsultasi awal ke dokter umum lebih murah dibanding apk sebelah. Banyak opsi pembayaran. Tapi setelah bayar, gw sempat bingung dimana carinya buat klik chat dokter. Setelah berhasil, dikasih dokter random yg sangat lama sekali balas chat. Harus menunggu lebih dari setengah jam hanya untuk balasan singkat. Akhirnya dapat resep tapi tololnya dikirim dari apotek K24 yg sangat jauh lokasinya dan pengiriman reguler. Harus cari sendiri dan ga ada dijual apotek lain. Adek gw muter2 sampe jengkel",3,biaya konsultasi dokter murah dibanding apk sebelah opsi pembayaran bayar gw bingung dimana carinya klik chat dokter berhasil dikasih dokter random yg balas chat menunggu jam balasan singkat resep tololnya dikirim apotek k24 yg lokasinya pengiriman reguler cari ga dijual apotek adek gw muter2 sampe jengkel,negative
Alodokter,"Tunggu respon 5 menit, udah ditunggu gak respon2 dokternya, mana udah bayar pula, nasib2, mending pikir2 lagi deh buat yg lain klo mau konsul di aplikasi ini, RESPON tolong ditingkatkan",4,tunggu respon 5 menit udah ditunggu gak respon2 dokternya udah bayar nasib2 mending pikir2 deh yg klo konsul aplikasi respon tolong ditingkatkan,positive
Halodoc,sangat membantu,5,membantu,positive
Alodokter,"Selamat pagi, maaf saya mau tanya pesanan obat saya sampai skrg blm diproses dan diauruh ajukan refund krn orderan saya sudah ditolak munhkin krn kelamaan pesanan gak diproses. Tapi saya uda wa ke nomor call center nya kenapa sampai skrg gak ada balesannya ya, tolong dong uangnya dikembalikan klo pesanan obat saya sampai skrg blm diproses",2,selamat pagi maaf pesanan obat skrg blm diproses diauruh ajukan refund krn orderan ditolak munhkin krn pesanan gak diproses uda wa nomor call center nya skrg gak balesannya ya tolong uangnya dikembalikan klo pesanan obat skrg blm diproses,negative
Alodokter,Mudah dan aman,4,mudah aman,positive
Halodoc,"2x saya gagal konsultasi gara gara apk error karena saya tdl bisa mengirimkan foto, padahal saya sudah konsul yg ke 5x nya, bagaimana ini?",1,2x gagal konsultasi gara gara apk error tdl mengirimkan foto konsul yg 5x nya,negative
Alodokter,Knp sekarang mlh bayar,2,knp mlh bayar,negative
Alodokter,App nya sih bagus cuma respon nya kurang cepet,3,app nya sih bagus respon nya cepet,negative
Halodoc,Aplikasi kaya virus berat di hp. Masa iya hp ram 8 berasa hp jadul buka nih aplikasi,1,aplikasi kaya virus berat hp iya hp ram 8 berasa hp jadul buka nih aplikasi,negative
Alodokter,Bagus bisa membantu,4,bagus membantu,positive
Alodokter,"dokter nya ramah, baik dan tanggap",5,dokter nya ramah tanggap,positive
Alodokter,terimakasih dokter,4,terimakasih dokter,positive
Alodokter,Bagus sangat membantu menjawab,4,bagus membantu,positive
Alodokter,"Tidak jelas, penjelasan juga tidak lengkap Tidak ada solusi untuk penyakit yg diderita",1,penjelasan lengkap solusi penyakit yg diderita,negative
Halodoc,Belum konsultasi sdh di selesaikan. Dan uang gk kembali. Jangan donlowd ini perampok semua melalui apps,1,konsultasi sdh selesaikan uang gk donlowd perampok apps,negative
Halodoc,Kadang sy pakai halodoc ambil obat di RS Harum,2,kadang sy pakai halodoc ambil obat rs harum,negative
Halodoc,Mantap,3,mantap,negative
Halodoc,"Proses dari apotek sampai mencari driver sangat lama dan tidak bisa di track progresnya, tidak ada opsi menghubungi halodoc saat obat sedang di proses, obat bisa dibatalkan sepihak padahal konsumen sudah menunggu lama. Sangat tidak direkomendasikan menggunakan aplikasi ini jika kondisi darurat butuh obat, Paket bisa dibatalkan sepihak padahal sudah menunggu lama. Saya merekomendasikan aplikasi sebelah yg warna hijau, proses ga sampe 1 jam, obat sudah sampai, proses bisa di track.",1,proses apotek mencari driver track progresnya opsi menghubungi halodoc obat proses obat dibatalkan konsumen menunggu direkomendasikan aplikasi kondisi darurat butuh obat paket dibatalkan menunggu merekomendasikan aplikasi sebelah yg warna hijau proses ga sampe 1 jam obat proses track,negative
Halodoc,Sangat berguna,5,berguna,positive
Alodokter,fast response,5,fast response,positive
Alodokter,respon dokter dlm menanggapi pertanyaan sangat baik,5,respon dokter dlm menanggapi,positive
Alodokter,Sangat membantu,5,membantu,positive
Alodokter,good,3,good,negative
Halodoc,Aku kira gratis klo buat konsul ternyata bayar ya 😂,2,gratis klo konsul bayar ya,negative
Alodokter,Aplikasinya berbayar,2,aplikasinya berbayar,negative
Alodokter,"Aplikasi cacat, lemot parah, tracking obat gk ada menu cek saat beli, aneh keburu IGD klw kaya gini, jelek pokonya apps nya",1,aplikasi cacat lemot parah tracking obat gk menu cek beli aneh keburu igd klw kaya gini jelek pokonya apps nya,negative
Alodokter,Kenapa harus bayar sih,3,bayar sih,negative
Halodoc,sangat membantu apabila saya ingin surat dokter tapi keadaan jauh dari puskesmas,5,membantu surat dokter puskesmas,positive
Alodokter,Cukup Baik,3,,negative
Alodokter,Untuk pelayanan dokter nya tadi saya dapat pelayanan yg sangat lambat sekiranya di chat bisa menunggu sampai setengah jam.,2,pelayanan dokter nya pelayanan yg lambat chat menunggu jam,negative
Halodoc,"Katanya gratis, tapi tak ada pun gratis",1,gratis gratis,negative
Alodokter,Sya suka aplikasih ini karna cepat direspon jika kita konsul,3,sya suka aplikasih karna cepat direspon konsul,negative
Alodokter,Aplikasi GC bener,1,aplikasi gc bener,negative
Alodokter,Bulan desember 2024 ini penipu sekali. Sudah di transfer biaya chat dokter malah gak diapa apain. Aplokasi ini cuma minta duit aja dari pasien. Pelayanan tidak ada. Saya jujut,1,desember 2024 penipu transfer biaya chat dokter gak diapa apain aplokasi duit aja pasien pelayanan jujut,negative
Alodokter,Tolong tahun lahirnya di tambahkan lagi. Mau atur tanggal hari batas maksimal cuma sampe tahun 2005.,3,tolong lahirnya tambahkan atur tanggal batas maksimal sampe 2005,negative
Halodoc,Kenapa selalu ada ksalahan trus dan coba lagi lagi,2,ksalahan trus coba,negative
Halodoc,Sangat membantu,4,membantu,positive
Halodoc,👍,4,,positive
