application,review,rating
Alodokter,Ko g kirim kodenya sih g bisa,2
Halodoc,"Di Aplikasi Hallo Doc , Ada Beberapa Apotek yg tutup tapi tidak Update ,sehingga ada 3 pihak yg dirugikan yg 1.Pertama Mitra @Gojek sebagai Driver yg mengambil obat 2.Pengguna Hallo Doc waktunya kebuang buat nungguin 3. Aplikasi Hallo Doc sendiri. Karena di dalamnya ada aja apotek² yg tutup tapi bisa terima orderan. Sehari sampai ganti 5 Driver Gojek buat dapet obat. Kasian Gojeknya jauh² jemput tapi tutup, kebuang donk waktu,tenaga,BBM kendaraan. Ayo Hallo Doc suspen saja Apotek yg kayak gitu.",2
Halodoc,"Bisa memilih dokter yg di inginkan, mendapatkan resep dokter, mendapatkan harganya juga, jd misal beli tdk bingung masalah harganya..",4
Halodoc,sangat membantu sekali,5
Alodokter,Kukira gratis untuk masyarakat ujung ujungnya malah bayar dahlah kesebelah aja,1
Halodoc,"Membantu sekalii untuk sya yg susah oergi2 , semoga cocok dg resep obatnya",4
Alodokter,Sangat ber manfaat,4
Halodoc,Sangat terbantu,4
Alodokter,terbaik,4
Halodoc,Muncul pop up iklan yg tidak bisa di close..,2
Halodoc,Mantap dokter ny baik,4
Halodoc,dokternya baik.ramah dan cekatan satsetsatset,5
Halodoc,"kenapa ya Konsul di HALODOC makin lama makin mahal dulu Konsul di spkk hrganya ga nyampe 50k loh sekarang buset dah 60k an anjir, gacocok diaku yg masi pelajar bikin kantong kering",1
Alodokter,Kasih 2 bintang dulu.jawabannya belum yakin,2
Alodokter,"Kalo memang ada aplikasi kenapa harus menawarkan program secara di telpon dan nomornya pun termasuk spam sampai menanyakan data pribadi, jelas user menginstal aplikasi agar 1 akses dan semua pelayanannya ada di aplikasi itu semua... Kalaupun ada program dari alodokter harusnya di informasikan penawarannya lewat aplikasinya agar user lebih nyaman untuk memberi keputusan saat ada suatu program yg di berikan... Tolong untuk di perbaiki masalah kenyamanan usernya, Terimakasih sebelumnya",2
Alodokter,Ini gimana sih chat nyaa tidak di respon. Slow respon bgt,1
Alodokter,baik pastrespon,4
Halodoc,Knapa hilang jadwal vaksinasi di medan saya mau daftar,2
Alodokter,Maaf ksih bintang 2 dlu mksh,2
Alodokter,Jh. I i.,4
Halodoc,"Susah banget layarnya mati ,, jadi ga bisa di klik klik",2
Halodoc,Obat gk lengkap,2
Alodokter,terima kasih telah berbagi ilmu semoga ini bermanfaat untuk saya,5
Alodokter,Chat dengan dokternya tidak ngeload dengan lancar..masih ada bug kayanya,1
Alodokter,Dulu sangat membantu.sekarang kita harus bayar. Apa ieu di degarasendiri apa harus bayar. Ada kah orng yg tulus membantu orng sakit. Tanpa mengharap imbalan...,1
Alodokter,Kenapa setiap kali mau loging apliaksi nya malah eror terus ya,4
Halodoc,"Pencarian alamat saya tidak akurat, nyasar kemana mana",1
Alodokter,sangat puas,5
Halodoc,"Dokternya baik dalam menjelaskan meski melalui chat. Saya merasa tertolong dengan baik. Terima kasih, Halodoc. Sukses selalu!",5
Alodokter,Moga tmbh mju,2
Halodoc,Bagus buat butuh konsul medis cepat dan tepat tanpa antri,4
Halodoc,"Untuk pengiriman instan belom menyeluruh, padahal keunggulan halodoc harusnya disitu.. kalo kirim 2-3hr sampe di toko ijo atau oren bisa Bolak balik cari obat yang bisa instan obat 1 bisa setelah ditambah yang lain gabisa capek bolak balik",1
Alodokter,"Cari masalah apa gimana,udah di download masih iklan..",1
Halodoc,"sesi belum berakhir, dokternya malah offline. Rugi bangett!!",1
Alodokter,Chat jam 11 balesnya jam 2 . Mau kubalas sudah berakhirrr . GAK JELASSSS!!!!!,2
Alodokter,sangat membantu,5
Halodoc,"Pusat bantuannya parah lama bgt responnya,dan jawabannya berbelit2",2
Alodokter,Jelek setiap mau nembus obat sllu batal trs,1
Halodoc,bagus banget sangat rekomen,5
Alodokter,Kurang nyaman dengan opsi pertanyaan ya/tidak doang. Harusnya pasien bisa lebih detail memberikan info kepada dokter KL fitur chat box nya dibuka.,2
Alodokter,Alhamdulillah apk ini sangat bermanfaat sekali untuk saya,4
Alodokter,mantap,4
Alodokter,Responnya cepat dan memuaskan,4
Halodoc,"Aplikasinya bagus sih sangat membantu banget, tapi penugasan driver nya buat kirim pesenan lama banget, ibarat nya klo di tungguin orang sekarat mah udah meninggal duluan🤒🥲",4
Halodoc,"Obat banyang yang kosong, kasihan driver Gojek kena imbasnya",2
Halodoc,Bintang 2 dulu baru nyoba. Tp sangat puas,2
Halodoc,Sekarang kalo Konsul dokter kulit ga kaya dluu vocher gaada setiap bulan nya dan masukin vocher cuma 1 doang biasanya sampe 3 harga juga naik drastis pdhl awalnya suka bngtt,3
Halodoc,"dokter ny jelas menjelaskan ny ,trmksih halodoc",5
Halodoc,pelayanan sangat cepat,5
Alodokter,Kecewa,1
Alodokter,"Untuk konsultasi saya apresiasi penuh kinerja dari dokter nya, tapi sangat tidak disarankan untuk memesan obat via aloshop. Sudah 1x24 jam, obat belum juga sampai (padahal disana sudah jelas menggunakan jasa pengiriman next day) Sorry banget deh 🙏",1
Halodoc,"Sebenernya bagus, tp pembayarannya ribet, gabisa via transfer bank, sorry gak semua org pengguna dana, gopay dll",4
Alodokter,Aplikasinya lumayan bagus tingkat kan lagi,3
Halodoc,sangat membantu,5
Alodokter,chatnya sangat terbatas sekali tapi its oke sih,5
Alodokter,Bagus dan dokter ramah ramah..semoga kedepanya lebih baik lagi,3
Alodokter,cukup membantu,4
Alodokter,"Gak guna, konsul bayar tp masalah ga selesai. Kayaknya mending aplikasi sebelah dah bisa tau penyakit kita dan dikasih resep jg",1
Alodokter,Coba dulu,2
Halodoc,ok,5
Alodokter,Trimakasih atas saran nya,2
Alodokter,"Barusan ada yg nelpon mengatas namakan alodoc,, apa itu bener",2
Alodokter,sangat baik,5
Alodokter,Chat saya tidak dibalas dokter padahal saya sudah bayar biaya konsultasi.,1
Alodokter,"Saya mempunyai flek hitam di wajah sudah bertambah banyak,dan saya baru memakai krim pemutih untuk menghilangkannya,apakah aman utk sayamemakai krim tersebut,saya pakai white neng krim,terima kasih🙏🏻",3
Halodoc,Kenapa dengan halodoc saya coba login malah disuruh ngubungi layanan pelanggan,2
Halodoc,"Aplikasi nya mudah, cuma terkadang saat sistem pembayaran gagal, dan untuk invoice tidak ada dalam bentuk portable document format",2
Halodoc,Saya dikasih referensi pesen obat di suatu apotik rekanan kecil. Krn malam hari gojek yg mau ambil d apotik bilang katanya sudah tutup. Jd tolong diperbaiki lg rekanan mana yg msh buka malam hari atau setidaknya apotik yg buka 24 jam,2
Alodokter,penjelasan dokter detail🥰,4
Alodokter,"Sangat"" Kecewa dengan aplikasi ini karan ini aplikasi bukan membantu malah merugikan tadi pas saya pesan obat katanya 1 jam paling lama setelah nunggu saya konfirmasi kok gk datang"" Katanya 8 jam saya tunggu katanya gagal pengiriman saya batalin tidak bisa ini mah nunggu pasien mati kali yak kocak juga ini",1
Alodokter,Sangat membantu,3
Halodoc,"Maaf saya pengguna baru Halodoc, mau nanya saat mau chat sama dokter, ada pilihan foto dokter dan namanya .. kita harus bayar.. itu bayar sekali doang, atau setiap mau chat .???????",4
Alodokter,Untuk saat ini penjelasannya sudah jelas dan mudah dipahami,4
Halodoc,Mahal banget jir ongkirnya,1
Halodoc,memudahkan pasien untuk mendapatkan pelayanan cepat,5
Halodoc,Anjir pesan obat resi gak dikasih pas update vitur chat admin hilang saya mau membatalkan orderan saya tolong kembalikan uang saya,1
Halodoc,"Keseluruhan baguss, cuma saran saja untuk apotek pembelian obat jangan kejauhan lokasi apoteknya, kasihan ojol nya yang antar perjalanan 1 jam lebih",4
Alodokter,Ok baik sangt mmbantu tapi kami blm bnyak brtanya .mhon maap kmai beri bintang dua dulu,2
Halodoc,Baik,4
Alodokter,baik,5
Alodokter,"Sangat disayangkan, chat dengan dokter langsung diakhiri sebelum semua pertanyaan saya terjawab. Padahal hanya ingin tanya lanjutan soal obat, tapi harus bayar lagi. Rasanya tidak adil untuk pasien yang butuh kejelasan tanpa harus konsultasi ulang dari awal.",2
Halodoc,Saya kecewa dengan aplikasi ini saya sudah pesan obat dari tanggl 11 dan perkiraan sampainya di tanggal 15 juli dan hingga sekarang tanggal 17 obatnya belum byampe apa nunggu pasien meninggal dunia?,1
Alodokter,lumayan,3
Halodoc,Menurut saya aplikasi ini sangat membantu,4
Halodoc,Sering gangguan,2
Halodoc,Sayangnya berbayar,3
Alodokter,"Sangat membantu sekali adanya aladok inich,terimakasih sangat membantu sekali dengan adanya aplikasi aladok ini ,,insyaallah bisa lebih maju ,,",2
Halodoc,Agak lama jawa y,3
Halodoc,Simple,4
Halodoc,Utk awal Konsul saya cukup puas,4
Alodokter,sangat membantu,4
Alodokter,Ok,2
Alodokter,sangat membantu sekali .gak usah jauh² ke RS. untuk konsul ke dokter anak .,5
Halodoc,"Waspada ada penipuan kepada nomor hp yang suda didaftarkan ke aplikasi ini, data bocor, jika ada yang memanfaatkan momen covid untuk penipu lebih baik tidak usah diangkat. Rata2 penipunya bernomor 081700xxxxx",3
Halodoc,"67,rpepo&&'_ j it⅚9u l6,k 33 ya p",1
Halodoc,Saya kecewa krn buat janji dg kode vaucer tp kode vocer gak muncul tlng di bantu gmn caranya,3
Alodokter,Kurang bagus baru tanya sebentar dokternya udh ofline,2
Alodokter,Membantu,4
Alodokter,"Dulu tanya dokter gratis, skrg harus berbayar bahkan meski tanya ke dokter umum. Maaf ya bintangnya aku turunin jadi 3 dari 5.",3
Alodokter,"Masa tega manfaatin nomer trus pake acara telfon"" , perjanjian yg dikit maksa 😆 katanya perbulan dipotong 40 ribu an , trus kalo kena DBD Dapet diklaim asuransi / duitnya aduh aduh lucu , data ga aman disini . lost respect deh sedih sama alodoc padahal bagus psikolog nya :)",3
Halodoc,Ok,4
Alodokter,respon nya cepet makasih,5
Halodoc,hasil lab ga diprint dalam bahasa Enggres,2
Alodokter,Saya kasi tiga bintang dulu dok. Mudahan membantu saya. Tks,3
Alodokter,bab. CV cah com Bu CF ccccdx PM 9,4
Halodoc,Ok,4
Halodoc,lumayan dehhh cumaaa dokternya agaa slowww respon tapiii gapapaaa baiik' end ngejelasin pun detaiil,4
Halodoc,"Asem saya kira gratis chat dokter ternyata berbayar, uninstal dah :v",2
Halodoc,Sangat sangat membantu disaat tak terduga.,4
Halodoc,"Wilayah saya tidak masuk jangkauan Pembelian obat Lalu saya beli di apotik terdekat Tapi pihak apotik tidak terima Resep Online Sangat di sayangkan , Terlebih bagi saya yang dari Keluarga kurang mampu Bisa sangat membantu seharus nya untuk Ke Dokter spesialis sebelum ada uang Untuk ke Dokter spesialis langsung.",2
Halodoc,"Di tlp tdk bisa nyambung terus. Pengiriman obat 1 minggu lebih, telalu lama",2
Halodoc,Kalo gaada driver tu ya mbok di kirim sendiri. Mahal loh ongkir 22 ribu itu. Dan ga sesuai jam pengiriman. Sampah si aplikasinya. Ga ngerti ada orang kesakitan,1
Halodoc,sangat bermanfaat,5
Alodokter,Terima kasih,4
Halodoc,Kmu u,3
Halodoc,Ok,3
Halodoc,Trnyata byar. Kirain gratis😑 kecewa udh download,2
Alodokter,ok,5
Alodokter,Assalamualaikum dok tolong jelas kn sudah beberapa bulan ada kejanggalan di tenggorokan sy gk sakit tapi hilang muncul kejanggalan itu kadang ada kadang gk ada,3
Halodoc,Dokter hararap pelayanan lumayan baik,4
Alodokter,sangat membantu,4
Halodoc,"good ,bermanfaat dan mudah di gunakkan",5
Alodokter,Puas,2
Alodokter,Benar gak sih ? Kok pakai minta no.rekening segala. Heran,2
Halodoc,Membantu banget gak pakek ribet 😍,5
Alodokter,mohon maaf saya kasih dua dulu. karena saya baru kenal. semoga amanah.,2
Alodokter,"Mau nanya kawan smua. Saya barusan di telpon dari perusahaan nanyain nomor rekening. Sama ktp. Kira"" gmn y buat apa. Soalnya saya belum paham.",2
Halodoc,Sementara ok,4
Halodoc,Hanya untuk yg kepo suka tanya tanya dokter. Jgn harap ada resep obat. Jd klu bener bener butuh obat langsung ke dokter sekitar anda. Jangan buang buang uang hanya untuk sebuah percakapan yg gak seberapa.,3
Alodokter,Terimakasih banyak dok atas jawabanya.,3
Alodokter,"Aplikasi nya bagus, cuman jawaban jawaban dokternya kalau kita bertanya kadang sama aja kya nanya digoogle. Barusan dapet telp no tdk dikenal, katanya dari Alodokter, tau nama saya, dia bila sya mendapat hadiah undian sebesar 2jt paket demam berdarah. entah gimana maksudnya apa gak ngerti. mungkin penipuan, tapi entah kenapa tau nama saya",3
Halodoc,Saya beli obat lalu di batalkan sepihak uang yg di kembalikan hanya ongkos kirimnya saja..setelah saya komplen keras ke pihak halodoc baru di kembalikan full..tolong di perbaiki layanannya..kalau orang yang ga ngecek bisa ga kembali uangnya..masa harus komplen dulu baru di kembalikan full..,3
Halodoc,"Aplikasi Ribet, mau klaim asuransi di persulit",1
Halodoc,Sangat membantu,5
Alodokter,"Terima kasih alodokter,sangat bermanfaat sekali konsultasinya, jaya sellu",4
Alodokter,enak punya aplikasi ini mudah konsul penyakit yg kita alami,5
Alodokter,"Kami mencari alat medis untuk melindingi kepala paska bedah, yang sebagian tempurung kepalanya belum dipasang.Mohon share alamat di Bandung .Sekalian ulasan berkenaan dengan 'protektor' dimaksud.",4
Halodoc,"konsultasi tuh bayar. udh d jelasin dg sangat detail kondisi badan apa yg di derita. eh dokternya salah resepin, malah obat yg tidak boleh di resepin di masukin. untung saya feiliti. coba klo yg lain main cek out, apa gak makin parah penyakitnya. setelah saya komplain dg santai bilang sudah saya revisi gak ada omongan lain. klo gak saya cek y gak bakal di revisi",1
Halodoc,memberikan saran dengan jelas,5
Alodokter,mantap,5
Halodoc,Pengiriman buruk,1
Halodoc,"Bintang 2 dulu, karena pilihan pembayaran sangat terbatas. Segera dievaluasi lagi dan dapat ditambahkan pilihan pembayaran seperti LinkAja / Transfer menggunakan Rekening Virtual.",2
Alodokter,ramah dan baik,3
Alodokter,"dokternya baik,dan responnya cepat dokternya jga Masya Allah baik sekali",5
Halodoc,Aolikasi bug. Gue gk bisa pake tolol. Nih aplikasi.,1
Alodokter,sdh dpt keuntungan dari aplikasi. e ternyata masih ingin dapat bayaran dari pengguna,1
Halodoc,👍😍,5
Alodokter,jawaban tdk sinkron dengan pertanyaan.,3
Halodoc,"Saya sangat senang dengan adanya aplikasi halodoc karena kita tidak harus keluar rumah untuk konsultasi bermacam"" keluhan ke dokter dengan adanya aplikasi ini sangat membantu pada saat pandemi seperti saat ini",2
Halodoc,Jos,3
Halodoc,TOLONG PITUR NYA DI KEMBANGKAN,2
Halodoc,"Aplikasi minta diupdate, dan sudah diupdate malah gak bisa dibuka gimana ini ya. Padahal butuh konsultasi dokter segera.",3
Alodokter,"Saya sunardi usia 64 th saya penderita diabet , kakisaya kalau di buat duduklama suka bengkak bagai mana solusinya ya dok, sebagai informasi hasil lab saya creatine saya 1,2.terima kasih.",5
Alodokter,"Apk parah udah bayar mahal2 dijawab kagak trus udah keluar gak bisa masuk lagi, bangke banget",1
Halodoc,Kenapa saya tidak bisa mendownload apk ini padahal saya butuh banget,3
Alodokter,"blm tau se worth it apa, soalnya baru nyoba dann daftar masuk apk nya aja susahh bangettt mau no otp nya kaga kekirim"" udh nyoba ampe 5x",2
Alodokter,Sangat Baik dan respon cepat. Sangat Bijak dalam Menjelaskan.,5
Halodoc,16 Mei 22 sering minta di update.,3
Alodokter,"bagus, dokternya menggunakan bahasa yang mudah di pahami.",5
Halodoc,Ada yang responnya lambat ada yang baik juga,3
Alodokter,"Gak bisa membantu, buang buang waktu. Gak ikhlas diperminin, orang lagi sakit butuh obat cepet malah kayak dibuat buat. Minta uang balik malah harus nunggu 3 hari. SANGAT TIDAK RECOMEND!!!!",1
Alodokter,"Pengalaman pertama pake alodokter, saya buat janji dengan dokter gigi di rumah sakit A, janji KONSULTASI di sana keterangan harganya 50k, tapi sampai di rumah sakit saya bayar 188k hanya untuk konsultasi masalah gigi (tanpa obat, tanpa penanganan) pure konsultasi soal masalah gigi, saat buat janji sudah di konfirmasi jam 13.00 saat datang saya harus menunggu 1 jam sampai dokternya datang, sempat bilang di alodokter harganya segini, tapi mereka bilang harganya beda, entah ini kesalahan siapa 😣",2
Alodokter,"Pengiriman obat lama ,pesan obat dari tgl 4 sampe hari ini masih di proses,,",2
Halodoc,Cukup puas dengan pelayanan dokter nya namun jangkauan dari apk untuk pengantaran obat nya masih terbatas sehingga perlu keluar rumah untuk membeli obat yg dianjurkan. Mohon untuk lebih memperluas jangkaun dari apk tersebut. Tks,3
Alodokter,sangat cepat pelayanannya dan mudah,5
Alodokter,Sangat membantu ketika bertanya mengenai sakit yang diderita.,4
Alodokter,Ok,4
Alodokter,"Kirain gratiss,, 🤣😁😀",3
Alodokter,"Aplikasi ..parah banget,.masa saya tiap hari saldo dalam ATM BANKING saya d Ambil tros ..29rb perhari...nyesel aq donwlod .. Apa,an telemedicine ...kok tros ambil saldo aq",3
Alodokter,"Saya dimintai data juga tadi di telfon, minta no rekening juga apa benar ada asuransi demam berdarah senilai 2 juta?",3
Halodoc,Aplikasi Halo doc tdk bermanfaat mcm sekelas dokter spesialis anak yg bernama dokter Dwi Lestari Avianti menyarankan anak sy makan gorengan dan coklat padahal usia msh 6 bulan,1
Alodokter,"Untuk konsultasi melalui chat, agak kurang memuaskan karena nggak bisa membalas chat yang sudah dikirim sebelumnya. Mohon tambahkan fitur yang bisa membalas chat sebelumnya agar konsultasinya bisa menjadi lebih baik. Terimakasih.",4
Alodokter,Apk berbayar Kirain chat doang gratis,1
Halodoc,"Respon lambat sekali. Belum beri solusi, live chat main ditutup saja, di email gkada balasan, di IG jg sama aja. Gk responsif sama sekali, padahal platform kesehatan yg butuh respon cepat utk keadaan urgent.",3
Halodoc,Helpful,4
Halodoc,Sagt mrmbantu,4
Alodokter,dokternya ramah,4
Halodoc,"SUSAH BGT SI MAU MESEN DOANG , GUA MAU KONSULL AJAA BUAT NOMER LAGII BARU , GMN DAHH GUA UDH MAKE NOMER ORG BACAANYA UDH DIPAKE HALODOC APANSI SUSAH BGT ORG MAU BEROBATTT ITU JUGA GUA BAYARR COK KALI SI ENGGAAA",1
Halodoc,Aplikasi mantap bisa membantu masyarakat yg jauh dari rumah sakit. . Tp sayangnya cara pembayarannya gak ada bank bri atau mandiri .,2
Halodoc,Dokternya tidak responsif dan tidak kooperatif untuk membantu keluhan atau permasalahan yang dihadapi oleh pasien. Saya harap insan Halodoc bisa lebih memikirkan sisi kebutuhan pasien dibandingkan hanya memberi obat. Sebaiknya dokter bisa mengedukasi pasien terkait kondisi kesehatan nya.,1
Halodoc,Tidak terlalu membantu,1
Halodoc,susah verifikasi KTP sampe terkunci,1
Alodokter,Memudahkan,3
Alodokter,terimakasih atas bantuannya dokter,5
Halodoc,"Sangat membantu, semoga makin banyak partner dokter yang ramah dan solutif",4
Alodokter,"baiknya fitur untuk ganti pembayaran tersedia bisa diubah seperti di e-commerce, misalnya kita salah klik pembayaran yang harusnya mau pake shopeepay malah tidak sengaja klik pembayaran bank yaa otomatis gabisa ganti metode bayarnya ke shopeepay karena gaada fitur nya",2
Halodoc,Sangat membantu dan ramah,4
Halodoc,responsible dan terpercaya,5
Halodoc,sangat baik dan cepat,5
Alodokter,"dokternya slow respon, padahal kita bayar ga gratis.",2
Halodoc,Saya belum menerima pengembalian dana atas pembayaran konsultasi dokter yang tidak terjadi karena dokter tidak menjawab chat konsultasi saya. Mohon di follow up ya gan...,2
Halodoc,"Admin tolong, ini saya sudah bayar tapi dokternya sibuk trus harus bagaimana? Ganti dokter malah disuruh bayar lagi",4
Halodoc,lumayan,3
Halodoc,sangat membantu di kala sedang dakit tapi malas k klinik,5
Alodokter,Not recommended,1
Alodokter,"Membalas chatnya lamaa bangetttt, ngakvatau mungkin ngak akan dibalasan rugi ngak seberapa kecewanya luar biasa",1
Halodoc,"Jujur gak puas sama dokter halodoc, 1. Mereka bales chat singkat singkat tanpa kasih penjelasan, faham sih karna kan ini by text jadi emng ga efektif untuk ngetik panjang, tapi jadinya mereka ga ngasih penjelasan yang baik 2. Obat nya ga mempan, udah 2 dokter bahkan yg kedua spesialis, cuma ngasih obat yang itu itu aja dan ga ngefek. Saya sakit lambung malah disuru USG perut, giliran ditanya cara ngatasin nya skrng gmn, ttp maksa USG perut. Kalo gitumah saya ke dokter offline aja langsung",1
Alodokter,Ok,4
Halodoc,Tolong tambahkan opsi kelola notif supaya bisa filter notif iklan dan notif penting!!!,2
Alodokter,Respon nya baik,4
Halodoc,bagus,4
Halodoc,"Kecewa banget, masa g ada metode pembayaran lain selain 4 itu... Tolong dong adain metode virtual account (va) apa kek terserah jadi bisa semua lapisan bisa pakek. Mau top-up dan terima layanan susah banget 😭",1
Alodokter,bagus cmn Karna bayar gak ada duit,4
Halodoc,puas,5
Alodokter,Saat minta verifikasi kode OTP di nomor HP kok munculnya pas waktu ngisi kode nya habis itupun katanya kode salah padahal udah ngisi otomatis,2
Halodoc,Pengiriman agak lama,4
Halodoc,Dokter sibuk tapi kepotong saldonya. Dibalikin 4-5 hari. Keterangan sesi 30 menit baru 11 menit tapi dijawab sowrespon paling 3-4 menit udah di close sama dokternya,2
Halodoc,"Tolong uang refound sy segera dikembalikan. Dijanjikan kembali di 3 sampai 5 hari kerja, sampai saat ini blm masuk aja !!! Edit : refound sy sudah dikembalikan. Terimakasih. Meskipun pengbaliannya sudah melebihi dr batas yg dijanjikan, maksimal di 5 hari kerja. Smg kedepannya semakin baik lagi.",2
Halodoc,adain pembayaran pakai shopee pay dong kalau udah ada bintang 5,1
Alodokter,Kalo mau pesan obat dlm keadaan darurat jngn dsni deh. apotek yg dipilihin gak 24 jam. Jdix lama banget .superrr duperrr bad,1
Alodokter,terbaik ibu dokter,5
Halodoc,Kenapa saya tidak bisa menggunakan metode pembayaran DANA?padahal kemarin2 masih bisa,3
Halodoc,terimakasih haldoc,5
Halodoc,Mantaap pelayanannya,5
Alodokter,dokternya sangat informatif,5
Alodokter,"Mohon maaf,kepada pihak dari Alodokter,saya mhon untuk tidak menelpon ke nomor saya ,karena itu sangat menganggu!saya menginstal Alodokter cuma ingin tau penyakit saya apa,dan alhamdulillah sekarang saya sudah sembuh,jadi saya mhon untuk tidak menlpon ke nomor saya lagi ,Terimakasih!!!.",2
Halodoc,App bagus,4
Alodokter,"Dokternya sabar, tapi terlalu hati-hati & penakut, tidak bisa memberikan solusi obat, berkali² hanya solusi tindakan. 😅 Terus apa gunanya....",3
Halodoc,"sangat membantu pengiriman cepat dan aman, 24 jam",5
Alodokter,"Assalamualaikum dok.saya mengalami sakit kepala sebelah kanan,lalu turun dimata sebelah kanan dan bengkak,sakitx menusuk,apabila terasa sakit mata,saya mual...obat apa yg cocok untuk ini dok?",4
Alodokter,Sangat tidak disarankan udah ngetik panjang2 dan bayar udh berhasil ehh malah ga berhasil malah ketutup aplikasinya ga bisa dibuka,1
Alodokter,"Mhn maaf mau tnya klo mau mengajukan berhenti untuk berlangganan itu bagaimana ya soal nya sya rda risih Krn potongan stiap bln nya,trmakasih.",2
Halodoc,Baik,5
Halodoc,"Mohon ditindak lanjuti. Apotek yg slalu kosong barangnya. Padahal ada namun tidak sesuai Harga bilang kosong. Apa tidak bisa update harga,🙏🙏🙏",2
Halodoc,Ngerating aj,4
Alodokter,Terimakasih ulasan nya sangat membantu,2
Halodoc,sangat membantu dan terjangkau,5
Alodokter,bagus,4
Halodoc,"Sesi dokter 30 menit tapi ruang chat sudah tertutup 10 menit karena telat 20 menit dari jadwal, brengsek kau buang2 uang orang saja!!!!",1
Alodokter,Jawaban gak jls,3
Halodoc,Halo kenapa sekarang selalu ada masalah y aplikasknya?,2
Halodoc,"Aplikasi halodoc menurut saya sudah sangat bagus, sangat mudah & sangat membantu, sudah beberapa x saya berobat melalui halodoc sll memuaskan, namun untuk pengiriman obat saya merasa pemilihan apotik dari halodoc nya terlalu jauh dr rumah saya..",4
Halodoc,"Mau tanya ada nomor menelpon mengatas nama kan pihak halodoc apa kan benar itu??, bahwasanya pihak halodoc memberikan uang klaim sebesar 2 juta dan meminta nomor rekening, mohon di jawab",3
Alodokter,"Mau tebus obat di aloshop gagal terus. Udah 1 jam saya coba tetep gagal, coba ngikutin saran cs nya masih gagal. Akhirnya diminta buat tebus offline, padahal saya lagi butuh bgt saat ini juga dan cuman bisa tebus online",2
Alodokter,sy SDH masuk di alodr. tetapi sy masih blom faham untukasuk dengan asuransi yg sya pakai. dari perusahaan suami ( star energy),3
Halodoc,sangat membantu,5
Alodokter,Baru mau nyoba kalo bagus aku ksh bintang 5,2
Halodoc,Mantabbb.terima kasih Dok,4
Halodoc,Pas lagi dirumah sendiri. Drjver ngirim obat padhl didepan Toko udh jelas tulisannya. Warmindo88. Gede bgt lagi. Aku ketiduran karna sakit. Driver katanya gk tau alamtanya pdhl jdh jelas ada tulisannya alamatnya juga lengkap. Akhirnya obat dibawa ke apotik lagi. Dan pengembalian dana gak ada setengahnya. Kecewa. Sangat sangat kecewa bgt. Nyesel udh berharap k3 halodoc. Kenapa gak ketok2 pdhl pintu toko dibuka sedikit aku tidur didlmnya.,1
Halodoc,penjelasan yg baik dari dokternya.,5
Halodoc,"Evaluasi halodoc: 1. Dokter yg tiba² memberi resep padahal pasien belum selesai mengetik, 2. Beberapa toko obat sudah tutup, tapi obatnya masih ada di etalase dan kurir diarahkan ke sana, 3. Pesanan tidak bisa dibatalkan oleh pembeli (merugikan pembeli dan kurir) Nilai plus: call center ramah dan cekatan",3
Alodokter,Good,4
Halodoc,Aplikasi halodoc nya ok..Dr ok..tp obat yg ada di resep sering tidak tersedia..mengecewakan kerjasama apotik nya..harusnya apotiknya juga ok,3
Halodoc,Kenapa pilihian pengirimN nya cuma ada reguler. Ga helpull banget ga kaya dulu,2
Halodoc,Cukup praktis,3
Alodokter,"baik, responsif",5
Halodoc,Kl kok an,2
Halodoc,harganya mahal untuk ofline,4
Alodokter,masih batuk2 bronkitis bisa vaksin,3
Alodokter,Ada admin nyh,3
Alodokter,lumayan,4
Halodoc,good... pesanan obatnya cepat datang sesuai dengan perkiraan👍,5
Halodoc,Saya dapat telpon dari halodoc nomernya belakangnya 02 dari Jakarta apa bener itu ... Katanya saya dapat asuransi mohon di jelaskan,3
Halodoc,Boderek power desell ada gk boss,3
Alodokter,Belum puas bertanya waktu udh habis padahal berbayar,3
Alodokter,Jawaban dari dokter sangat membantu saya dalam menyelesaikan keluhan yang saya alami. Terima kasih banyak.,3
Halodoc,Tambahan . Saat video call di beri tombol memyalakan flash kamera,4
Alodokter,Minusnya di dokter umum untuk membayar BCA virtual account. Dan harganya 8.500. sedangkan BCA transfer minimal 10.000,4
Alodokter,goooddddd,5
Alodokter,"Enak sih, nyaman buat nanya2 dokter dan mencari dokter yang tepat di daerah tempat tinggal kita.",5
Halodoc,"sediakan menu hapus profile, karena jika ganti asuransi profile nya jadi doble",2
Alodokter,terimakasih banyakk 🥰,5
Halodoc,Ok,4
Alodokter,baik dan ramah,5
Halodoc,Dokternya ramah..jadi enak kontrolnya...,4
Halodoc,Sangat membantu,4
Alodokter,"Dokter nya Baik Banget, jelas banget penjelasan nya,ramah, respon nya cepat.",5
Halodoc,"Heran sama aplikasinya,sudah masuk semua Nik No KK itu gunanya untuk apa,,,???? Kalau suatu saat terjadi penyalahgunaan data bagaimana,,,? Komitmen dari pihak halo doc seperti apa,,,???",2
Alodokter,Anak saya umur 18 thn thn ini di tammas sma pandanganya buram melihat jauh dia mau masuk abri apa itu bisa di sembuhkam,4
Alodokter,Sangat cepat dalam memberi solusi.,4
Alodokter,Saya chat dr SPC kulit SDH bayar belum dapat respon chat SDH ditutup..mau konfirmasi ke customer service nga ada respon..uang saya juga tidak kembali,1
